Battery Voltage (V),Power (W),Humidity (%rel),Epoch Time,Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Latitude (deg),Longitude (deg),f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,df_0,df_1,df_2,df_3,df_4,df_5,df_6,df_7,df_8,df_9,df_10,df_11,df_12,df_13,df_14,df_15,df_16,df_17,df_18,df_19,df_20,df_21,df_22,df_23,df_24,df_25,df_26,df_27,df_28,df_29,df_30,df_31,df_32,df_33,df_34,df_35,df_36,df_37,df_38,a1_0,a1_1,a1_2,a1_3,a1_4,a1_5,a1_6,a1_7,a1_8,a1_9,a1_10,a1_11,a1_12,a1_13,a1_14,a1_15,a1_16,a1_17,a1_18,a1_19,a1_20,a1_21,a1_22,a1_23,a1_24,a1_25,a1_26,a1_27,a1_28,a1_29,a1_30,a1_31,a1_32,a1_33,a1_34,a1_35,a1_36,a1_37,a1_38,b1_0,b1_1,b1_2,b1_3,b1_4,b1_5,b1_6,b1_7,b1_8,b1_9,b1_10,b1_11,b1_12,b1_13,b1_14,b1_15,b1_16,b1_17,b1_18,b1_19,b1_20,b1_21,b1_22,b1_23,b1_24,b1_25,b1_26,b1_27,b1_28,b1_29,b1_30,b1_31,b1_32,b1_33,b1_34,b1_35,b1_36,b1_37,b1_38,a2_0,a2_1,a2_2,a2_3,a2_4,a2_5,a2_6,a2_7,a2_8,a2_9,a2_10,a2_11,a2_12,a2_13,a2_14,a2_15,a2_16,a2_17,a2_18,a2_19,a2_20,a2_21,a2_22,a2_23,a2_24,a2_25,a2_26,a2_27,a2_28,a2_29,a2_30,a2_31,a2_32,a2_33,a2_34,a2_35,a2_36,a2_37,a2_38,b2_0,b2_1,b2_2,b2_3,b2_4,b2_5,b2_6,b2_7,b2_8,b2_9,b2_10,b2_11,b2_12,b2_13,b2_14,b2_15,b2_16,b2_17,b2_18,b2_19,b2_20,b2_21,b2_22,b2_23,b2_24,b2_25,b2_26,b2_27,b2_28,b2_29,b2_30,b2_31,b2_32,b2_33,b2_34,b2_35,b2_36,b2_37,b2_38,varianceDensity_0,varianceDensity_1,varianceDensity_2,varianceDensity_3,varianceDensity_4,varianceDensity_5,varianceDensity_6,varianceDensity_7,varianceDensity_8,varianceDensity_9,varianceDensity_10,varianceDensity_11,varianceDensity_12,varianceDensity_13,varianceDensity_14,varianceDensity_15,varianceDensity_16,varianceDensity_17,varianceDensity_18,varianceDensity_19,varianceDensity_20,varianceDensity_21,varianceDensity_22,varianceDensity_23,varianceDensity_24,varianceDensity_25,varianceDensity_26,varianceDensity_27,varianceDensity_28,varianceDensity_29,varianceDensity_30,varianceDensity_31,varianceDensity_32,varianceDensity_33,varianceDensity_34,varianceDensity_35,varianceDensity_36,varianceDensity_37,varianceDensity_38,direction_0,direction_1,direction_2,direction_3,direction_4,direction_5,direction_6,direction_7,direction_8,direction_9,direction_10,direction_11,direction_12,direction_13,direction_14,direction_15,direction_16,direction_17,direction_18,direction_19,direction_20,direction_21,direction_22,direction_23,direction_24,direction_25,direction_26,direction_27,direction_28,direction_29,direction_30,direction_31,direction_32,direction_33,direction_34,direction_35,direction_36,direction_37,direction_38,directionalSpread_0,directionalSpread_1,directionalSpread_2,directionalSpread_3,directionalSpread_4,directionalSpread_5,directionalSpread_6,directionalSpread_7,directionalSpread_8,directionalSpread_9,directionalSpread_10,directionalSpread_11,directionalSpread_12,directionalSpread_13,directionalSpread_14,directionalSpread_15,directionalSpread_16,directionalSpread_17,directionalSpread_18,directionalSpread_19,directionalSpread_20,directionalSpread_21,directionalSpread_22,directionalSpread_23,directionalSpread_24,directionalSpread_25,directionalSpread_26,directionalSpread_27,directionalSpread_28,directionalSpread_29,directionalSpread_30,directionalSpread_31,directionalSpread_32,directionalSpread_33,directionalSpread_34,directionalSpread_35,directionalSpread_36,directionalSpread_37,directionalSpread_38,Wind Speed (m/s),Wind Direction (deg),Surface Temperature (°C),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg)
2.96,-0.25,46.4,1632968485,0.032,8.533,9.718,229.456,76.581,274.724,79.073,82.12315,122.05907,0.0293,0.03906,0.04883,0.05859,0.06836,0.07813,0.08789,0.09766,0.10742,0.11719,0.12695,0.13672,0.14648,0.15625,0.16602,0.17578,0.18555,0.19531,0.20508,0.21484,0.22461,0.23438,0.24414,0.25391,0.26367,0.27344,0.2832,0.29297,0.30273,0.3125,0.32227,0.33203,0.35156,0.38086,0.41016,0.43945,0.46875,0.49805,0.6543,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.0293,0.0293,0.0293,0.0293,0.0293,0.0293,0.2832,-0.00782,0.02737,0.044966,0.018573,-0.094819,-0.039101,0.044966,0.094819,0.13783,0.081134,0.084066,0.046921,0.039101,0.041056,0.093842,0.016618,-0.004888,0.058651,0.062561,0.018573,-0.059629,-0.062561,0.01955,0.039101,0.017595,-0.051808,-0.072336,0.009775,-0.018573,-0.043988,-0.024438,0.034213,0.004888,0.014663,-0.017595,0.000978,0.00391,-0.034213,0.001955,-0.093842,0.051808,0.029326,-0.02346,0.044966,0.01564,-0.061584,-0.012708,0.107527,0.069404,-0.037146,-0.077224,-0.066471,-0.059629,0.004888,0.00391,-0.127077,-0.087977,-0.041056,-0.028348,0.121212,0.080156,-0.140762,-0.055718,0.028348,-0.01564,-0.11437,-0.086022,0.02737,0.00782,0.093842,0.097752,0.124145,0.026393,0.102639,0.079179,0.048876,0.01564,0.017595,-0.083089,-0.128055,0.099707,0.201369,0.099707,-0.040078,-0.017595,-0.009775,-0.125122,-0.042033,0.076246,0.071359,0.017595,-0.105572,-0.1261,-0.144673,-0.195503,-0.073314,-0.213099,-0.336266,-0.298143,-0.253177,-0.224829,-0.385142,-0.368524,-0.360704,-0.349951,-0.336266,-0.470186,-0.485826,-0.422287,-0.432063,-0.504399,-0.686217,-0.719453,-0.751711,-0.813294,-0.796676,-0.861193,-0.179863,-0.171065,-0.144673,-0.173998,-0.236559,-0.262952,-0.298143,-0.286413,-0.129032,-0.107527,-0.177908,-0.13001,-0.158358,-0.336266,-0.262952,-0.254154,-0.183773,-0.077224,-0.012708,-0.138807,-0.127077,-0.069404,-0.018573,-0.112414,-0.139785,-0.047898,-0.117302,-0.132942,-0.094819,-0.067449,0.033236,0.036168,-0.066471,-0.057674,-0.046921,-0.097752,-0.017595,-0.048876,-0.02346,0.000499712,0.000750592,0.000750592,0.000249856,0,0.000249856,0.000249856,0,0.000249856,0.001000448,0.000750592,0.000249856,0.000249856,0.000249856,0.000249856,0.000249856,0.000249856,0,0.000249856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.763540633,207.8473499,236.8883471,321.631764,115.3717042,111.8009042,323.8646812,277.6335081,232.0407038,229.4555144,293.8390584,328.7172983,329.5341914,325.4516543,267.0182978,256.7598644,2.202788635,326.3100828,303.275108,326.7680451,153.8055937,142.0282987,352.0929482,324.9401258,211.8269938,73.20178121,32.31227066,353.5170758,145.8395888,100.0804858,165.4034364,199.2899418,182.25476,209.0549727,170.2725609,180.7076677,184.5738281,114.5668547,186.3401917,77.11904385,78.61877111,78.82350761,79.80699364,76.65906119,79.30394439,77.87788258,77.05518518,73.60615559,76.58072948,77.21519399,77.28089535,77.84138802,78.04029186,77.12747386,80.33384055,75.70110529,76.62504536,77.93786189,79.64358641,75.35712761,76.79856697,75.05033575,78.22210846,79.66526215,78.80545471,75.34665095,77.44153161,79.6771196,79.19770357,76.99956615,76.71790108,75.82804994,79.79586256,76.6935117,77.75419215,79.01700203,79.48978108,80.30803094,0,222.86,-2.16,-,-,-,-,-,-,-,-,-,-,-,-
3.07,-0.2,47.2,1632957685,0.043,10.24,9.327,158.569,76.341,278.524,80.545,82.11188,122.16512,0.0293,0.03906,0.04883,0.05859,0.06836,0.07813,0.08789,0.09766,0.10742,0.11719,0.12695,0.13672,0.14648,0.15625,0.16602,0.17578,0.18555,0.19531,0.20508,0.21484,0.22461,0.23438,0.24414,0.25391,0.26367,0.27344,0.2832,0.29297,0.30273,0.3125,0.32227,0.33203,0.35156,0.38086,0.41016,0.43945,0.46875,0.49805,0.6543,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.0293,0.0293,0.0293,0.0293,0.0293,0.0293,0.2832,-0.084066,-0.048876,0.075269,0.051808,0.010753,0.025415,0.01173,-0.041056,0.00782,0.099707,0.049853,-0.000978,-0.02346,0.006843,-0.043988,0.010753,0.071359,0.001955,-0.010753,0.040078,0.009775,-0.00391,-0.052786,0.012708,0.066471,0.041056,-0.029326,-0.030303,-0.035191,0.029326,-0.000978,0.005865,0.002933,0.009775,0.00391,-0.032258,-0.028348,-0.022483,0.004888,-0.048876,-0.01955,0.038123,0.054741,-0.043011,-0.01173,0.067449,0.104594,0.048876,-0.060606,-0.043988,-0.021505,-0.073314,-0.095797,-0.009775,-0.009775,-0.043988,-0.105572,-0.112414,-0.131965,-0.190616,-0.096774,0.01564,-0.040078,-0.173998,0.080156,0.012708,-0.135875,-0.021505,-0.049853,-0.063539,0.026393,-0.022483,-0.001955,0.061584,0.049853,0.042033,0.108504,0.002933,0.26784,0.163245,0.046921,0.125122,-0.029326,-0.094819,-0.067449,-0.002933,-0.010753,-0.021505,0.117302,0.051808,-0.083089,-0.212121,-0.158358,-0.13392,-0.16911,-0.151515,-0.207234,-0.333333,-0.323558,-0.222874,-0.209189,-0.307918,-0.319648,-0.342131,-0.284457,-0.423265,-0.534702,-0.588465,-0.565005,-0.561095,-0.538612,-0.509286,-0.655914,-0.655914,-0.70088,-0.806452,-0.8739,0.166178,0.14565,-0.081134,-0.050831,0.053763,0.041056,-0.054741,0.057674,0.034213,-0.090909,-0.084066,-0.004888,0.086999,0.069404,-0.043988,-0.045943,0.190616,-0.035191,-0.080156,-0.021505,-0.050831,0.021505,0.031281,-0.005865,0.076246,0.104594,-0.083089,-0.111437,0.002933,0.103617,0.11437,0.139785,0.043988,0.026393,0.01955,0.053763,-0.044966,-0.000978,0.004888,0.000499712,0.000750592,0.001000448,0.000249856,0.000249856,0.000499712,0.000499712,0.001750016,0.00150016,0.001250304,0.000750592,0.000499712,0.000499712,0.000499712,0.000249856,0.000249856,0.000249856,0.000249856,0.000249856,0.000249856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.82626674,68.19899475,243.1382395,223.4232035,345.9634431,294.7751406,189.8655918,158.5686375,189.090094,301.2929485,311.4237036,2.603891605,17.74433134,355.9141707,77.47133021,312.2723629,301.6510258,358.9391084,5.46402288,343.1063729,357.0643804,2.313686674,106.5040657,342.4071319,339.0920615,207.1215796,113.4288025,12.57242188,58.57115882,329.5338524,0.881833956,192.5285779,352.5675026,281.3099325,183.6328625,147.0946141,146.0033883,168.2934675,239.0345197,76.9880582,78.86693124,77.53484988,77.91509531,79.21191624,79.88637181,78.20563788,76.34054701,78.99766076,76.15462654,78.28855229,80.15156433,77.8474,77.03923721,79.18181325,80.43756293,77.55793803,76.63125341,76.31629556,75.23367114,72.88660623,77.00463427,78.76641264,79.3067768,73.09367713,77.29373707,79.72307662,75.17708027,79.34000361,78.65027033,78.41167528,79.92558744,80.10460196,80.62358739,78.48860986,78.58594833,78.94772395,76.40735989,80.79718936,0,274.29,-2.16,-,-,-,-,-,-,-,-,-,-,-,-
3.07,-0.19,47.2,1632954085,0.043,9.309,9.223,353.765,76.14,339.995,79.232,82.10815,122.20538,0.0293,0.03906,0.04883,0.05859,0.06836,0.07813,0.08789,0.09766,0.10742,0.11719,0.12695,0.13672,0.14648,0.15625,0.16602,0.17578,0.18555,0.19531,0.20508,0.21484,0.22461,0.23438,0.24414,0.25391,0.26367,0.27344,0.2832,0.29297,0.30273,0.3125,0.32227,0.33203,0.35156,0.38086,0.41016,0.43945,0.46875,0.49805,0.6543,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.0293,0.0293,0.0293,0.0293,0.0293,0.0293,0.2832,0.078201,0.042033,0.066471,0.034213,-0.014663,-0.002933,-0.095797,-0.026393,0.012708,-0.005865,0.048876,0.081134,0.063539,0.039101,0.062561,0.026393,-0.021505,0.010753,-0.055718,-0.020528,0.013685,0.01564,0.022483,0.043011,0.002933,0.028348,0.017595,0.008798,-0.013685,-0.000978,0.00391,0.00391,-0.01955,-0.016618,0.01955,-0.01955,0.013685,-0.020528,-0.01173,0.046921,0.018573,0.037146,-0.065494,-0.237537,-0.004888,-0.004888,-0.077224,-0.116325,-0.002933,-0.00782,-0.006843,0.059629,-0.043988,-0.068426,-0.021505,-0.046921,-0.216031,-0.178886,-0.121212,-0.113392,-0.13392,-0.092864,-0.056696,-0.064516,0.036168,0.064516,0.002933,0.026393,0.060606,-0.024438,-0.031281,0.006843,-0.135875,-0.000978,0.006843,0.066471,0.02346,-0.039101,-0.042033,-0.103617,-0.136852,-0.190616,-0.128055,-0.036168,-0.004888,-0.14956,-0.238514,-0.16129,-0.008798,-0.046921,-0.227761,-0.300098,-0.363636,-0.359726,-0.26784,-0.284457,-0.27566,-0.363636,-0.432063,-0.479961,-0.580645,-0.630499,-0.583578,-0.632454,-0.685239,-0.687195,-0.597263,-0.601173,-0.632454,-0.672532,-0.73607,-0.764418,-0.815249,-0.789834,-0.820137,-0.822092,-0.897361,0.11437,0.111437,0.179863,0.227761,0.100684,0.002933,0.163245,0.231672,0.121212,-0.008798,0.105572,0.246334,0.090909,0.045943,0.030303,-0.014663,-0.094819,-0.036168,0.087977,0.1652,0.173021,0.042033,-0.020528,0.039101,0.158358,0.108504,0.040078,0.034213,0.039101,0.010753,0.034213,0.16129,0.000978,0.047898,0.075269,0.034213,0.000978,0.101662,0.00391,0.001000448,0.000750592,0.000249856,0.000249856,0,0.000249856,0.000750592,0.001250304,0.002500608,0.00150016,0.000750592,0.000499712,0.000499712,0.000249856,0.000249856,0.000249856,0.000249856,0.000249856,0.000249856,0,0.000249856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.036028,246.1609416,240.8022242,332.4181657,3.532347982,30.96548028,87.07904108,18.86899105,353.7654095,63.43104132,279.090094,274.821028,226.8182587,318.3660564,317.5637311,309.1731264,24.62310227,357.1504392,17.30035488,9.612188869,353.1183966,353.3388216,346.3901883,322.8151387,357.397035,218.088879,195.2548933,251.5630975,152.5928681,179.0754973,350.909906,352.8752091,109.2913517,6.972849988,272.8638669,109.2913517,191.6334638,138.8133832,16.69884093,77.24535909,79.14480047,77.88239405,77.97735548,70.73237018,80.79718936,77.04432798,77.65175645,76.14015905,80.76235968,78.99766076,77.65968683,77.41773834,78.60787463,77.18085627,79.63722149,78.90964836,71.7320071,73.04425551,75.88444845,76.26088403,75.36822933,77.06029353,78.0920887,78.36828524,79.1447987,78.27231556,80.65186378,79.81489454,78.5343579,80.01950733,79.74105321,80.18490532,75.27856753,80.23150541,80.18490532,78.23066327,79.75550973,79.35734122,0,28.57,-2.16,-,-,-,-,-,-,-,-,-,-,-,-
3.1,-0.28,47.2,1632950485,0.062,20.479,11.56,227.321,76.769,226.562,79.825,82.10358,122.24643,0.0293,0.03906,0.04883,0.05859,0.06836,0.07813,0.08789,0.09766,0.10742,0.11719,0.12695,0.13672,0.14648,0.15625,0.16602,0.17578,0.18555,0.19531,0.20508,0.21484,0.22461,0.23438,0.24414,0.25391,0.26367,0.27344,0.2832,0.29297,0.30273,0.3125,0.32227,0.33203,0.35156,0.38086,0.41016,0.43945,0.46875,0.49805,0.6543,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.0293,0.0293,0.0293,0.0293,0.0293,0.0293,0.2832,0.096774,0.054741,0.075269,0.006843,0.021505,0.02737,-0.020528,0.043988,0.049853,-0.026393,-0.090909,-0.110459,-0.064516,-0.079179,-0.041056,0.049853,0.012708,-0.035191,-0.013685,0.096774,0.077224,0.042033,0.082111,0.021505,0.012708,0.021505,0.043988,0.040078,-0.01173,0.01955,0.002933,0.012708,0.021505,0.00782,-0.031281,-0.00782,0.022483,0.013685,0.001955,-0.001955,-0.043988,0.069404,0.181818,-0.004888,-0.127077,-0.031281,-0.054741,0.020528,0.069404,0.01564,-0.061584,-0.179863,-0.022483,-0.01564,-0.115347,0.029326,0.067449,-0.017595,0.012708,0.066471,0.010753,-0.049853,-0.127077,-0.210166,-0.120235,-0.030303,0.040078,0.124145,0.170088,0.070381,0.028348,-0.040078,-0.031281,0.000978,-0.031281,-0.173998,0.010753,0,-0.099707,-0.159335,-0.1652,-0.150538,-0.163245,-0.196481,-0.179863,-0.256109,-0.217009,-0.164223,-0.160313,-0.192571,-0.318671,-0.173998,-0.242424,-0.282502,-0.4565,-0.374389,-0.435973,-0.476051,-0.40567,-0.483871,-0.497556,-0.467253,-0.576735,-0.612903,-0.59824,-0.571848,-0.561095,-0.550342,-0.553275,-0.513196,-0.641251,-0.694037,-0.729228,-0.783969,-0.837732,-0.819159,-0.87781,0.008798,0.041056,0.037146,-0.002933,0.11828,-0.056696,-0.00391,0.037146,0.040078,0.090909,0.052786,0.189638,0.096774,0.138807,0.135875,0.13001,0.060606,-0.01564,-0.008798,-0.041056,-0.098729,-0.043988,-0.058651,0.080156,0.024438,0.096774,0.028348,-0.070381,0.012708,0.052786,-0.058651,-0.005865,0.001955,0.049853,0.086022,0.054741,-0.035191,-0.018573,-0.000978,0.000499712,0.001250304,0.00475136,0.0032512,0.002500608,0.00150016,0.001750016,0.002000896,0.002000896,0.001250304,0.000750592,0.000750592,0.000499712,0.000249856,0.000249856,0.000249856,0.000249856,0.000249856,0.000249856,0,0.000249856,0.000249856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.1573151,308.784171,227.3214825,182.1553974,282.8055328,347.8452439,33.27468794,321.215829,247.6195759,159.1791579,99.7616168,60.85910363,19.73266802,74.14802224,69.14600622,336.6259882,203.4288025,152.4470433,37.87498365,262.5189375,229.2795876,255.6501919,301.2636771,350.3949442,356.5397384,349.8594133,304.5626621,225,174.6023593,186.5568319,182.3863165,204.1460062,331.782942,345.9641875,91.79076836,14.03581249,352.6373711,231.8414791,270,77.00715848,78.13158083,76.76850713,73.28724959,80.13000596,75.57871139,79.4981683,78.13158083,78.81392134,77.96214699,77.20084683,75.73164817,72.8768178,77.62217836,79.2285204,75.76663252,79.72307662,77.88528625,80.12029938,76.97257481,76.78952121,79.25120099,77.03842843,75.62679229,71.99461027,75.91883072,78.8346827,78.69867416,75.80827384,73.76671486,78.12245028,79.75991939,79.1643125,79.71143796,79.75044461,79.71143796,73.57792977,80.32025556,80.94922438,0,240,-2.14,-,-,-,-,-,-,-,-,-,-,-,-
3.13,-0.23,47.2,1632946885,0.043,10.24,9.345,5.711,80.229,350.994,79.836,82.0975,122.2869,0.0293,0.03906,0.04883,0.05859,0.06836,0.07813,0.08789,0.09766,0.10742,0.11719,0.12695,0.13672,0.14648,0.15625,0.16602,0.17578,0.18555,0.19531,0.20508,0.21484,0.22461,0.23438,0.24414,0.25391,0.26367,0.27344,0.2832,0.29297,0.30273,0.3125,0.32227,0.33203,0.35156,0.38086,0.41016,0.43945,0.46875,0.49805,0.6543,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.00977,0.0293,0.0293,0.0293,0.0293,0.0293,0.0293,0.2832,0.009775,-0.076246,-0.02346,0.073314,0.125122,0.14565,0.020528,-0.001955,-0.036168,-0.01955,0.001955,0.048876,0.064516,0.037146,0.068426,0.013685,-0.004888,0.033236,0.082111,0.096774,0.074291,0.108504,0.086999,0.046921,0.042033,0.064516,0.001955,0.001955,0.025415,0.028348,0.021505,-0.000978,-0.029326,0.025415,-0.024438,0.009775,0.01564,0.009775,0.002933,0.018573,0.102639,0.067449,-0.001955,-0.138807,-0.068426,0.024438,-0.01955,-0.01173,-0.045943,-0.00391,-0.091887,-0.103617,-0.064516,-0.206256,-0.151515,-0.036168,-0.089932,-0.063539,-0.117302,-0.093842,-0.134897,-0.091887,0.113392,0.039101,-0.004888,-0.036168,-0.121212,-0.105572,-0.01173,0.061584,0.006843,-0.02737,0.024438,0.042033,0.049853,-0.032258,-0.018573,0.006843,0.000978,0.193548,0.150538,-0.009775,-0.055718,0.017595,0.031281,-0.01955,-0.119257,-0.211144,-0.148583,-0.135875,-0.054741,-0.009775,-0.15347,-0.073314,-0.096774,-0.167155,-0.229717,-0.428152,-0.423265,-0.424242,-0.431085,-0.534702,-0.577713,-0.485826,-0.466276,-0.466276,-0.506354,-0.510264,-0.609971,-0.638319,-0.659824,-0.69697,-0.727273,-0.755621,-0.820137,-0.818182,-0.865103,-0.213099,-0.224829,-0.215054,-0.181818,-0.216031,-0.147605,-0.008798,-0.079179,-0.072336,-0.146628,-0.248289,-0.094819,-0.119257,-0.163245,-0.048876,0.014663,0.030303,-0.091887,-0.120235,-0.096774,-0.14174,-0.211144,-0.138807,0.094819,-0.030303,-0.079179,-0.040078,-0.029326,-0.004888,-0.050831,-0.13783,-0.202346,-0.14565,-0.115347,-0.01173,-0.078201,0.004888,0.002933,-0.00782,0.000750592,0.000499712,0.000249856,0.000249856,0.000249856,0.000249856,0.000499712,0.002500608,0.002500608,0.001250304,0.000499712,0.000499712,0.000499712,0.000249856,0.000249856,0.000249856,0.000249856,0.000249856,0.000249856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.7579049,143.3929663,160.8213873,271.5274942,317.9681891,295.1640187,220.0303692,5.710593137,72.0310927,23.05107626,333.4349488,331.9908543,328.0919908,330.0682052,341.6465933,354.8389867,7.696724476,339.7172947,307.7333625,320.4774123,321.6327336,321.188644,316.5651985,202.4795088,227.0696398,274.3326886,356.9059846,359.0759699,346.4643906,292.4790774,199.2490915,171.8663811,46.97590858,226.122717,149.8262667,191.0936145,334.1339918,332.2420951,203.2006115,80.17363613,75.67121318,78.08166338,78.00057859,73.06608458,74.22302955,79.72494149,80.228516,79.47308425,78.97970939,80.85116597,76.69603291,75.92239386,77.95403817,71.68569675,74.61081986,79.53608498,77.04622994,76.70687449,74.61358358,76.02486841,73.68159825,75.72851838,75.89403171,78.66825909,78.36333091,79.54747617,75.95839748,76.50271547,79.77584951,78.34113027,80.74792676,79.38664788,79.58719279,79.03408697,78.94342637,79.56279676,80.17363613,80.72627344,0,171.43,-2.14,-,-,-,-,-,-,-,-,-,-,-,-
