positions for logger RockBLOCK 18950
2020-08-07 00:21:51 (UTC) : 80.98423333333334 N, 9.854026666666666 E (DD) 8059.0540 N, 00951.2416 E (DMS)
2020-08-07 03:50:11 (UTC) : 80.97962333333334 N, 9.90043 E (DD) 8058.7774 N, 00954.0258 E (DMS)
2020-08-07 07:19:17 (UTC) : 80.98314333333333 N, 9.908611666666667 E (DD) 8058.9886 N, 00954.5167 E (DMS)
2020-08-07 10:48:02 (UTC) : 80.96957666666667 N, 10.003021666666667 E (DD) 8058.1746 N, 01000.1813 E (DMS)
2020-08-07 17:10:15 (UTC) : 80.94447333333333 N, 9.897468333333334 E (DD) 8056.6684 N, 00953.8481 E (DMS)
2020-08-07 20:13:45 (UTC) : 80.94297 N, 9.906273333333333 E (DD) 8056.5782 N, 00954.3764 E (DMS)
2020-08-08 02:27:22 (UTC) : 80.93265166666667 N, 9.956741666666666 E (DD) 8055.9591 N, 00957.4045 E (DMS)
2020-08-08 05:56:05 (UTC) : 80.930215 N, 9.97653 E (DD) 8055.8129 N, 00958.5918 E (DMS)
2020-08-08 09:24:18 (UTC) : 80.93792833333333 N, 10.029778333333333 E (DD) 8056.2757 N, 01001.7867 E (DMS)
2020-08-08 12:52:35 (UTC) : 80.92486166666667 N, 10.105101666666666 E (DD) 8055.4917 N, 01006.3061 E (DMS)
2020-08-08 16:20:53 (UTC) : 80.904545 N, 10.085885 E (DD) 8054.2727 N, 01005.1531 E (DMS)
2020-08-08 19:49:07 (UTC) : 80.907305 N, 10.030956666666667 E (DD) 8054.4383 N, 01001.8574 E (DMS)
2020-08-08 23:17:17 (UTC) : 80.9028 N, 10.07491 E (DD) 8054.1680 N, 01004.4946 E (DMS)
2020-08-09 02:45:28 (UTC) : 80.89139333333334 N, 10.053645 E (DD) 8053.4836 N, 01003.2187 E (DMS)
2020-08-09 06:13:45 (UTC) : 80.89326833333334 N, 10.040235 E (DD) 8053.5961 N, 01002.4141 E (DMS)
2020-08-09 09:42:02 (UTC) : 80.894155 N, 10.037185 E (DD) 8053.6493 N, 01002.2311 E (DMS)
2020-08-09 13:10:18 (UTC) : 80.88645666666666 N, 9.989421666666667 E (DD) 8053.1874 N, 00959.3653 E (DMS)
2020-08-09 16:38:31 (UTC) : 80.87717166666667 N, 9.88847 E (DD) 8052.6303 N, 00953.3082 E (DMS)
2020-08-09 20:06:42 (UTC) : 80.89501 N, 9.852446666666667 E (DD) 8053.7006 N, 00951.1468 E (DMS)
2020-08-09 23:35:32 (UTC) : 80.89397166666667 N, 9.896995 E (DD) 8053.6383 N, 00953.8197 E (DMS)
2020-08-10 03:04:21 (UTC) : 80.8874 N, 9.905351666666666 E (DD) 8053.2440 N, 00954.3211 E (DMS)
2020-08-10 06:07:46 (UTC) : 80.88243833333334 N, 9.951253333333334 E (DD) 8052.9463 N, 00957.0752 E (DMS)
2020-08-10 09:35:54 (UTC) : 80.89104666666667 N, 10.078825 E (DD) 8053.4628 N, 01004.7295 E (DMS)
2020-08-10 13:04:18 (UTC) : 80.87895666666667 N, 10.09954 E (DD) 8052.7374 N, 01005.9724 E (DMS)
2020-08-10 16:34:00 (UTC) : 80.88288833333333 N, 10.110096666666667 E (DD) 8052.9733 N, 01006.6058 E (DMS)
2020-08-10 20:04:14 (UTC) : 80.8895 N, 10.299448333333334 E (DD) 8053.3700 N, 01017.9669 E (DMS)
2020-08-10 23:07:27 (UTC) : 80.88069833333333 N, 10.470868333333334 E (DD) 8052.8419 N, 01028.2521 E (DMS)
2020-08-11 02:35:20 (UTC) : 80.85299833333333 N, 10.572605 E (DD) 8051.1799 N, 01034.3563 E (DMS)
2020-08-11 06:04:09 (UTC) : 80.826505 N, 10.534503333333333 E (DD) 8049.5903 N, 01032.0702 E (DMS)
2020-08-11 09:32:17 (UTC) : 80.816695 N, 10.541656666666666 E (DD) 8049.0017 N, 01032.4994 E (DMS)
2020-08-11 12:35:37 (UTC) : 80.79269333333333 N, 10.508733333333334 E (DD) 8047.5616 N, 01030.5240 E (DMS)
2020-08-11 15:40:59 (UTC) : 80.77191166666667 N, 10.363241666666667 E (DD) 8046.3147 N, 01021.7945 E (DMS)
2020-08-11 19:09:04 (UTC) : 80.776685 N, 10.279173333333333 E (DD) 8046.6011 N, 01016.7504 E (DMS)
2020-08-12 01:26:15 (UTC) : 80.75322333333334 N, 10.175028333333334 E (DD) 8045.1934 N, 01010.5017 E (DMS)
2020-08-12 04:54:57 (UTC) : 80.756095 N, 10.021486666666666 E (DD) 8045.3657 N, 01001.2892 E (DMS)
2020-08-12 10:57:58 (UTC) : 80.74896833333334 N, 9.95209 E (DD) 8044.9381 N, 00957.1254 E (DMS)
2020-08-12 14:26:03 (UTC) : 80.754335 N, 9.738913333333333 E (DD) 8045.2601 N, 00944.3348 E (DMS)
2020-08-12 17:54:19 (UTC) : 80.77723 N, 9.588056666666667 E (DD) 8046.6338 N, 00935.2834 E (DMS)
2020-08-12 20:57:39 (UTC) : 80.80487 N, 9.676263333333333 E (DD) 8048.2922 N, 00940.5758 E (DMS)
2020-08-13 00:26:19 (UTC) : 80.81825333333333 N, 9.782036666666666 E (DD) 8049.0952 N, 00946.9222 E (DMS)
2020-08-13 03:54:26 (UTC) : 80.83656666666667 N, 9.811011666666667 E (DD) 8050.1940 N, 00948.6607 E (DMS)
2020-08-13 07:22:35 (UTC) : 80.848845 N, 9.900118333333333 E (DD) 8050.9307 N, 00954.0071 E (DMS)
2020-08-13 10:25:55 (UTC) : 80.85818833333333 N, 9.974941666666666 E (DD) 8051.4913 N, 00958.4965 E (DMS)
2020-08-13 13:54:36 (UTC) : 80.85021166666667 N, 10.01295 E (DD) 8051.0127 N, 01000.7770 E (DMS)
2020-08-13 17:22:49 (UTC) : 80.86721166666666 N, 10.00776 E (DD) 8052.0327 N, 01000.4656 E (DMS)
2020-08-13 20:51:01 (UTC) : 80.89306833333333 N, 10.116385 E (DD) 8053.5841 N, 01006.9831 E (DMS)
2020-08-14 00:19:08 (UTC) : 80.88693833333333 N, 10.214246666666666 E (DD) 8053.2163 N, 01012.8548 E (DMS)
2020-08-14 03:47:15 (UTC) : 80.86814 N, 10.124196666666666 E (DD) 8052.0884 N, 01007.4518 E (DMS)
2020-08-14 07:16:05 (UTC) : 80.87895666666667 N, 10.036976666666666 E (DD) 8052.7374 N, 01002.2186 E (DMS)
2020-08-14 10:44:13 (UTC) : 80.87310166666667 N, 9.989353333333334 E (DD) 8052.3861 N, 00959.3612 E (DMS)
2020-08-14 14:12:26 (UTC) : 80.85689666666667 N, 9.77752 E (DD) 8051.4138 N, 00946.6512 E (DMS)
2020-08-14 17:40:34 (UTC) : 80.85697166666667 N, 9.445693333333333 E (DD) 8051.4183 N, 00926.7416 E (DMS)
2020-08-14 20:43:51 (UTC) : 80.85973833333334 N, 9.293248333333333 E (DD) 8051.5843 N, 00917.5949 E (DMS)
2020-08-15 00:11:45 (UTC) : 80.85497833333334 N, 9.040068333333334 E (DD) 8051.2987 N, 00902.4041 E (DMS)
2020-08-15 03:47:41 (UTC) : 80.83728833333333 N, 8.829086666666667 E (DD) 8050.2373 N, 00849.7452 E (DMS)
2020-08-15 07:18:39 (UTC) : 80.81557833333333 N, 8.656816666666666 E (DD) 8048.9347 N, 00839.4090 E (DMS)
2020-08-15 10:23:19 (UTC) : 80.80199666666667 N, 8.448803333333334 E (DD) 8048.1198 N, 00826.9282 E (DMS)
2020-08-15 13:53:21 (UTC) : 80.79236833333333 N, 8.127635 E (DD) 8047.5421 N, 00807.6581 E (DMS)
2020-08-15 17:27:56 (UTC) : 80.787795 N, 7.773813333333333 E (DD) 8047.2677 N, 00746.4288 E (DMS)
2020-08-15 20:56:09 (UTC) : 80.77657833333333 N, 7.612245 E (DD) 8046.5947 N, 00736.7347 E (DMS)
2020-08-16 00:24:25 (UTC) : 80.764205 N, 7.6365083333333335 E (DD) 8045.8523 N, 00738.1905 E (DMS)
2020-08-16 03:52:37 (UTC) : 80.74818666666667 N, 7.598733333333334 E (DD) 8044.8912 N, 00735.9240 E (DMS)
2020-08-16 07:20:50 (UTC) : 80.72157166666666 N, 7.500695 E (DD) 8043.2943 N, 00730.0417 E (DMS)
2020-08-16 10:53:19 (UTC) : 80.70142166666666 N, 7.366955 E (DD) 8042.0853 N, 00722.0173 E (DMS)
2020-08-16 14:22:58 (UTC) : 80.68920833333334 N, 7.31573 E (DD) 8041.3525 N, 00718.9438 E (DMS)
2020-08-16 17:51:12 (UTC) : 80.67069833333333 N, 7.3050033333333335 E (DD) 8040.2419 N, 00718.3002 E (DMS)
2020-08-16 21:19:25 (UTC) : 80.66009833333334 N, 7.2692966666666665 E (DD) 8039.6059 N, 00716.1578 E (DMS)
2020-08-17 00:47:34 (UTC) : 80.660055 N, 7.369436666666667 E (DD) 8039.6033 N, 00722.1662 E (DMS)
2020-08-17 04:16:27 (UTC) : 80.64275333333333 N, 7.450315 E (DD) 8038.5652 N, 00727.0189 E (DMS)
2020-08-17 07:53:54 (UTC) : 80.61269833333333 N, 7.370743333333333 E (DD) 8036.7619 N, 00722.2446 E (DMS)
2020-08-17 17:45:02 (UTC) : 80.59354666666667 N, 7.1120833333333335 E (DD) 8035.6128 N, 00706.7250 E (DMS)
2020-08-17 21:13:00 (UTC) : 80.59370666666666 N, 6.879791666666667 E (DD) 8035.6224 N, 00652.7875 E (DMS)
2020-08-18 00:41:55 (UTC) : 80.62063333333333 N, 6.808331666666667 E (DD) 8037.2380 N, 00648.4999 E (DMS)
2020-08-18 04:10:50 (UTC) : 80.60995833333334 N, 6.74533 E (DD) 8036.5975 N, 00644.7198 E (DMS)
2020-08-18 07:39:04 (UTC) : 80.58291166666666 N, 6.457963333333334 E (DD) 8034.9747 N, 00627.4778 E (DMS)
2020-08-18 11:07:18 (UTC) : 80.57462 N, 6.125708333333334 E (DD) 8034.4772 N, 00607.5425 E (DMS)
2020-08-18 14:39:06 (UTC) : 80.57132166666666 N, 5.900361666666667 E (DD) 8034.2793 N, 00554.0217 E (DMS)
2020-08-18 18:09:30 (UTC) : 80.57207333333334 N, 5.622278333333333 E (DD) 8034.3244 N, 00537.3367 E (DMS)
2020-08-18 21:37:45 (UTC) : 80.57475666666667 N, 5.358556666666667 E (DD) 8034.4854 N, 00521.5134 E (DMS)
2020-08-19 01:13:06 (UTC) : 80.57410166666666 N, 5.285041666666666 E (DD) 8034.4461 N, 00517.1025 E (DMS)
2020-08-19 04:41:20 (UTC) : 80.54551666666667 N, 5.213216666666667 E (DD) 8032.7310 N, 00512.7930 E (DMS)
2020-08-19 08:10:58 (UTC) : 80.491025 N, 5.035863333333333 E (DD) 8029.4615 N, 00502.1518 E (DMS)
2020-08-19 11:42:01 (UTC) : 80.453725 N, 4.80424 E (DD) 8027.2235 N, 00448.2544 E (DMS)
2020-08-19 15:10:56 (UTC) : 80.43750333333334 N, 4.6410350000000005 E (DD) 8026.2502 N, 00438.4621 E (DMS)
2020-08-19 18:39:47 (UTC) : 80.429025 N, 4.517013333333333 E (DD) 8025.7415 N, 00431.0208 E (DMS)
2020-08-19 22:07:55 (UTC) : 80.43201166666667 N, 4.439378333333333 E (DD) 8025.9207 N, 00426.3627 E (DMS)
2020-08-20 01:37:28 (UTC) : 80.4483 N, 4.537465 E (DD) 8026.8980 N, 00432.2479 E (DMS)
2020-08-20 04:42:09 (UTC) : 80.44288333333333 N, 4.621433333333333 E (DD) 8026.5730 N, 00437.2860 E (DMS)
2020-08-20 08:10:04 (UTC) : 80.42029 N, 4.572708333333333 E (DD) 8025.2174 N, 00434.3625 E (DMS)
2020-08-20 11:13:22 (UTC) : 80.40484666666667 N, 4.404048333333333 E (DD) 8024.2908 N, 00424.2429 E (DMS)
2020-08-20 14:46:18 (UTC) : 80.398425 N, 4.1853066666666665 E (DD) 8023.9055 N, 00411.1184 E (DMS)
2020-08-20 18:20:10 (UTC) : 80.39952666666667 N, 3.9630116666666666 E (DD) 8023.9716 N, 00357.7807 E (DMS)
2020-08-20 21:48:18 (UTC) : 80.40228 N, 3.71776 E (DD) 8024.1368 N, 00343.0656 E (DMS)
2020-08-21 01:19:16 (UTC) : 80.39553166666667 N, 3.6604116666666666 E (DD) 8023.7319 N, 00339.6247 E (DMS)
2020-08-21 04:47:23 (UTC) : 80.38709333333334 N, 3.673065 E (DD) 8023.2256 N, 00340.3839 E (DMS)
2020-08-21 08:16:15 (UTC) : 80.36934 N, 3.6600166666666665 E (DD) 8022.1604 N, 00339.6010 E (DMS)
2020-08-21 11:45:14 (UTC) : 80.354615 N, 3.5406316666666666 E (DD) 8021.2769 N, 00332.4379 E (DMS)
2020-08-21 15:13:34 (UTC) : 80.34806166666667 N, 3.5230683333333332 E (DD) 8020.8837 N, 00331.3841 E (DMS)
2020-08-21 18:41:51 (UTC) : 80.33651166666667 N, 3.516818333333333 E (DD) 8020.1907 N, 00331.0091 E (DMS)
2020-08-21 22:10:42 (UTC) : 80.33343833333333 N, 3.60173 E (DD) 8020.0063 N, 00336.1038 E (DMS)
2020-08-22 01:13:55 (UTC) : 80.33868666666666 N, 3.72601 E (DD) 8020.3212 N, 00343.5606 E (DMS)
2020-08-22 04:42:29 (UTC) : 80.34026 N, 3.993115 E (DD) 8020.4156 N, 00359.5869 E (DMS)
2020-08-22 08:11:17 (UTC) : 80.3341 N, 4.145711666666666 E (DD) 8020.0460 N, 00408.7427 E (DMS)
2020-08-22 11:39:24 (UTC) : 80.33336666666666 N, 4.18457 E (DD) 8020.0020 N, 00411.0742 E (DMS)
2020-08-22 15:08:17 (UTC) : 80.33648833333334 N, 4.267586666666666 E (DD) 8020.1893 N, 00416.0552 E (DMS)
2020-08-22 18:37:10 (UTC) : 80.32614833333334 N, 4.305633333333334 E (DD) 8019.5689 N, 00418.3380 E (DMS)
2020-08-22 22:05:19 (UTC) : 80.32409833333334 N, 4.23636 E (DD) 8019.4459 N, 00414.1816 E (DMS)
2020-08-23 01:34:54 (UTC) : 80.32388666666667 N, 4.36363 E (DD) 8019.4332 N, 00421.8178 E (DMS)
2020-08-23 05:07:21 (UTC) : 80.32127833333334 N, 4.587106666666667 E (DD) 8019.2767 N, 00435.2264 E (DMS)
2020-08-23 08:36:12 (UTC) : 80.30877333333333 N, 4.694305 E (DD) 8018.5264 N, 00441.6583 E (DMS)
2020-08-23 12:05:46 (UTC) : 80.28066166666666 N, 4.689586666666667 E (DD) 8016.8397 N, 00441.3752 E (DMS)
2020-08-23 15:33:55 (UTC) : 80.26521333333334 N, 4.641323333333333 E (DD) 8015.9128 N, 00438.4794 E (DMS)
2020-08-23 19:04:12 (UTC) : 80.26140333333333 N, 4.670565 E (DD) 8015.6842 N, 00440.2339 E (DMS)
2020-08-23 22:34:27 (UTC) : 80.25234 N, 4.7896 E (DD) 8015.1404 N, 00447.3760 E (DMS)
2020-08-24 02:02:34 (UTC) : 80.23936333333333 N, 4.896193333333334 E (DD) 8014.3618 N, 00453.7716 E (DMS)
2020-08-24 05:30:40 (UTC) : 80.21884833333333 N, 4.995473333333333 E (DD) 8013.1309 N, 00459.7284 E (DMS)
2020-08-24 08:58:49 (UTC) : 80.18341666666667 N, 4.99733 E (DD) 8011.0050 N, 00459.8398 E (DMS)
2020-08-24 12:27:03 (UTC) : 80.15151166666666 N, 4.917228333333333 E (DD) 8009.0907 N, 00455.0337 E (DMS)
2020-08-24 15:56:04 (UTC) : 80.13652666666667 N, 4.850288333333333 E (DD) 8008.1916 N, 00451.0173 E (DMS)
2020-08-24 19:24:57 (UTC) : 80.11979333333333 N, 4.8964083333333335 E (DD) 8007.1876 N, 00453.7845 E (DMS)
2020-08-24 22:53:47 (UTC) : 80.093545 N, 4.852093333333333 E (DD) 8005.6127 N, 00451.1256 E (DMS)
2020-08-25 02:22:35 (UTC) : 80.087425 N, 4.734238333333334 E (DD) 8005.2455 N, 00444.0543 E (DMS)
2020-08-25 05:25:50 (UTC) : 80.10005666666666 N, 4.6423016666666665 E (DD) 8006.0034 N, 00438.5381 E (DMS)
2020-08-25 08:28:59 (UTC) : 80.11136666666667 N, 4.561078333333334 E (DD) 8006.6820 N, 00433.6647 E (DMS)
2020-08-25 11:57:03 (UTC) : 80.1215 N, 4.372983333333333 E (DD) 8007.2900 N, 00422.3790 E (DMS)
2020-08-25 15:25:22 (UTC) : 80.133925 N, 4.19707 E (DD) 8008.0355 N, 00411.8242 E (DMS)
2020-08-25 18:53:33 (UTC) : 80.14691166666667 N, 4.14388 E (DD) 8008.8147 N, 00408.6328 E (DMS)
2020-08-26 01:12:06 (UTC) : 80.16107833333334 N, 4.018041666666667 E (DD) 8009.6647 N, 00401.0825 E (DMS)
2020-08-26 04:40:42 (UTC) : 80.17394333333333 N, 3.95904 E (DD) 8010.4366 N, 00357.5424 E (DMS)
2020-08-26 08:08:50 (UTC) : 80.18112333333333 N, 3.90207 E (DD) 8010.8674 N, 00354.1242 E (DMS)
2020-08-26 11:36:57 (UTC) : 80.16676833333334 N, 3.6720283333333334 E (DD) 8010.0061 N, 00340.3217 E (DMS)
2020-08-26 15:05:08 (UTC) : 80.143285 N, 3.41297 E (DD) 8008.5971 N, 00324.7782 E (DMS)
2020-08-26 18:33:16 (UTC) : 80.10107833333333 N, 3.1436966666666666 E (DD) 8006.0647 N, 00308.6218 E (DMS)
2020-08-27 00:47:30 (UTC) : 80.00977333333333 N, 2.8727833333333335 E (DD) 8000.5864 N, 00252.3670 E (DMS)
2020-08-27 04:16:02 (UTC) : 79.97063666666666 N, 2.73987 E (DD) 7958.2382 N, 00244.3922 E (DMS)
2020-08-27 07:44:04 (UTC) : 79.943785 N, 2.640645 E (DD) 7956.6271 N, 00238.4387 E (DMS)
2020-08-27 10:48:43 (UTC) : 79.91335833333333 N, 2.6441683333333335 E (DD) 7954.8015 N, 00238.6501 E (DMS)
2020-08-27 14:17:16 (UTC) : 79.87188166666667 N, 2.5969816666666667 E (DD) 7952.3129 N, 00235.8189 E (DMS)
2020-08-27 17:46:44 (UTC) : 79.83659 N, 2.51892 E (DD) 7950.1954 N, 00231.1352 E (DMS)
2020-08-27 21:14:44 (UTC) : 79.81755666666666 N, 2.483555 E (DD) 7949.0534 N, 00229.0133 E (DMS)
2020-08-28 00:47:02 (UTC) : 79.79093833333333 N, 2.4906033333333335 E (DD) 7947.4563 N, 00229.4362 E (DMS)
2020-08-28 04:15:03 (UTC) : 79.76012666666666 N, 2.351875 E (DD) 7945.6076 N, 00221.1125 E (DMS)
2020-08-28 07:43:05 (UTC) : 79.72446833333333 N, 2.147883333333333 E (DD) 7943.4681 N, 00208.8730 E (DMS)
2020-08-28 11:11:50 (UTC) : 79.65922833333333 N, 2.144605 E (DD) 7939.5537 N, 00208.6763 E (DMS)
2020-08-28 14:41:19 (UTC) : 79.59255666666667 N, 2.1114466666666667 E (DD) 7935.5534 N, 00206.6868 E (DMS)
2020-08-28 18:09:20 (UTC) : 79.50697666666667 N, 1.9441416666666667 E (DD) 7930.4186 N, 00156.6485 E (DMS)
2020-08-28 21:37:18 (UTC) : 79.44144666666666 N, 1.7163583333333334 E (DD) 7926.4868 N, 00142.9815 E (DMS)
2020-08-29 00:40:28 (UTC) : 79.392885 N, 1.5521883333333335 E (DD) 7923.5731 N, 00133.1313 E (DMS)
2020-08-29 04:09:58 (UTC) : 79.31886333333334 N, 1.3535466666666667 E (DD) 7919.1318 N, 00121.2128 E (DMS)
2020-08-29 07:40:00 (UTC) : 79.26104 N, 1.10289 E (DD) 7915.6624 N, 00106.1734 E (DMS)
2020-08-29 11:08:07 (UTC) : 79.21921 N, 1.0853633333333332 E (DD) 7913.1526 N, 00105.1218 E (DMS)
2020-08-29 14:36:48 (UTC) : 79.16204333333333 N, 1.191895 E (DD) 7909.7226 N, 00111.5137 E (DMS)
2020-08-29 17:39:57 (UTC) : 79.10911333333334 N, 1.2043333333333333 E (DD) 7906.5468 N, 00112.2600 E (DMS)
2020-08-29 21:07:47 (UTC) : 79.06942833333333 N, 1.2431083333333333 E (DD) 7904.1657 N, 00114.5865 E (DMS)
2020-08-30 00:11:43 (UTC) : 79.04219833333333 N, 1.2853883333333334 E (DD) 7902.5319 N, 00117.1233 E (DMS)
2020-08-30 03:44:34 (UTC) : 79.00853333333333 N, 1.2494033333333334 E (DD) 7900.5120 N, 00114.9642 E (DMS)
2020-08-30 07:14:03 (UTC) : 78.99066833333333 N, 1.0340483333333332 E (DD) 7859.4401 N, 00102.0429 E (DMS)
2020-08-30 10:42:48 (UTC) : 78.97974833333333 N, 0.7609566666666667 E (DD) 7858.7849 N, 00045.6574 E (DMS)
2020-08-30 14:16:35 (UTC) : 78.94441833333333 N, 0.6562199999999999 E (DD) 7856.6651 N, 00039.3732 E (DMS)
2020-08-30 17:47:33 (UTC) : 78.87012666666666 N, 0.40070666666666666 E (DD) 7852.2076 N, 00024.0424 E (DMS)
2020-08-30 21:15:41 (UTC) : 78.82658666666667 N, 0.02988333333333333 E (DD) 7849.5952 N, 00001.7930 E (DMS)
2020-08-31 00:43:53 (UTC) : 78.82263333333333 N, -0.27884 W (DD) 7849.3580 N, 00016.7304 W (DMS)
2020-08-31 04:12:07 (UTC) : 78.817525 N, -0.49495 W (DD) 7849.0515 N, 00029.6970 W (DMS)
2020-08-31 07:41:05 (UTC) : 78.80189 N, -0.5933666666666666 W (DD) 7848.1134 N, 00035.6020 W (DMS)
2020-08-31 11:10:06 (UTC) : 78.78972166666667 N, -0.6031116666666667 W (DD) 7847.3833 N, 00036.1867 W (DMS)
2020-08-31 14:38:24 (UTC) : 78.77116666666667 N, -0.57383 W (DD) 7846.2700 N, 00034.4298 W (DMS)
2020-08-31 17:41:48 (UTC) : 78.75527666666666 N, -0.604125 W (DD) 7845.3166 N, 00036.2475 W (DMS)
2020-08-31 21:10:27 (UTC) : 78.73227833333334 N, -0.596945 W (DD) 7843.9367 N, 00035.8167 W (DMS)
2020-09-01 00:40:05 (UTC) : 78.71113 N, -0.44168333333333337 W (DD) 7842.6678 N, 00026.5010 W (DMS)
2020-09-01 03:43:29 (UTC) : 78.69005833333334 N, -0.3313966666666667 W (DD) 7841.4035 N, 00019.8838 W (DMS)
2020-09-01 06:48:08 (UTC) : 78.67427 N, -0.24648 W (DD) 7840.4562 N, 00014.7888 W (DMS)
2020-09-01 12:52:37 (UTC) : 78.64460166666667 N, -0.046531666666666666 W (DD) 7838.6761 N, 00002.7919 W (DMS)
2020-09-01 16:20:52 (UTC) : 78.628545 N, 0.05733666666666667 E (DD) 7837.7127 N, 00003.4402 E (DMS)
2020-09-01 19:49:57 (UTC) : 78.61971333333334 N, 0.14221333333333333 E (DD) 7837.1828 N, 00008.5328 E (DMS)
2020-09-01 23:18:10 (UTC) : 78.59623833333333 N, 0.21882333333333334 E (DD) 7835.7743 N, 00013.1294 E (DMS)
2020-09-02 02:47:04 (UTC) : 78.57348166666667 N, 0.19293666666666667 E (DD) 7834.4089 N, 00011.5762 E (DMS)
2020-09-02 06:16:02 (UTC) : 78.56136166666667 N, 0.18946666666666667 E (DD) 7833.6817 N, 00011.3680 E (DMS)
2020-09-02 09:44:18 (UTC) : 78.53724833333334 N, 0.210265 E (DD) 7832.2349 N, 00012.6159 E (DMS)
2020-09-02 13:13:20 (UTC) : 78.50405833333333 N, 0.14293999999999998 E (DD) 7830.2435 N, 00008.5764 E (DMS)
2020-09-02 16:16:47 (UTC) : 78.49157 N, 0.017511666666666665 E (DD) 7829.4942 N, 00001.0507 E (DMS)
2020-09-02 19:44:53 (UTC) : 78.46958666666667 N, -0.10274 W (DD) 7828.1752 N, 00006.1644 W (DMS)
2020-09-02 23:13:54 (UTC) : 78.43009 N, -0.29436999999999997 W (DD) 7825.8054 N, 00017.6622 W (DMS)
2020-09-03 02:42:54 (UTC) : 78.39069833333333 N, -0.61605 W (DD) 7823.4419 N, 00036.9630 W (DMS)
2020-09-03 05:46:20 (UTC) : 78.35415666666667 N, -0.8890183333333332 W (DD) 7821.2494 N, 00053.3411 W (DMS)
2020-09-03 08:53:07 (UTC) : 78.30673166666666 N, -1.1366749999999999 W (DD) 7818.4039 N, 00108.2005 W (DMS)
2020-09-03 11:56:20 (UTC) : 78.25068 N, -1.3615 W (DD) 7815.0408 N, 00121.6900 W (DMS)
2020-09-03 14:59:35 (UTC) : 78.20365333333334 N, -1.5785566666666666 W (DD) 7812.2192 N, 00134.7134 W (DMS)
2020-09-03 18:25:08 (UTC) : 78.15649333333333 N, -1.7390166666666667 W (DD) 7809.3896 N, 00144.3410 W (DMS)
2020-09-03 21:28:25 (UTC) : 78.10413833333334 N, -1.8806150000000001 W (DD) 7806.2483 N, 00152.8369 W (DMS)
2020-09-04 00:31:39 (UTC) : 78.05297333333333 N, -2.008465 W (DD) 7803.1784 N, 00200.5079 W (DMS)
2020-09-04 03:34:53 (UTC) : 78.00967166666666 N, -2.082545 W (DD) 7800.5803 N, 00204.9527 W (DMS)
2020-09-04 07:00:46 (UTC) : 77.95687666666667 N, -2.0985416666666667 W (DD) 7757.4126 N, 00205.9125 W (DMS)
2020-09-04 10:04:11 (UTC) : 77.89956333333333 N, -2.121005 W (DD) 7753.9738 N, 00207.2603 W (DMS)
2020-09-04 16:15:32 (UTC) : 77.80330666666667 N, -2.3398783333333335 W (DD) 7748.1984 N, 00220.3927 W (DMS)
2020-09-04 19:20:07 (UTC) : 77.75842333333334 N, -2.40055 W (DD) 7745.5054 N, 00224.0330 W (DMS)
2020-09-04 22:24:00 (UTC) : 77.705655 N, -2.4278933333333335 W (DD) 7742.3393 N, 00225.6736 W (DMS)
2020-09-05 01:27:07 (UTC) : 77.652365 N, -2.4641383333333335 W (DD) 7739.1419 N, 00227.8483 W (DMS)
2020-09-05 04:33:07 (UTC) : 77.61021333333333 N, -2.496103333333333 W (DD) 7736.6128 N, 00229.7662 W (DMS)
2020-09-05 07:40:33 (UTC) : 77.56788333333333 N, -2.512036666666667 W (DD) 7734.0730 N, 00230.7222 W (DMS)
2020-09-05 10:43:39 (UTC) : 77.50705666666667 N, -2.521891666666667 W (DD) 7730.4234 N, 00231.3135 W (DMS)
2020-09-05 16:55:00 (UTC) : 77.41084666666667 N, -2.535655 W (DD) 7724.6508 N, 00232.1393 W (DMS)
2020-09-05 19:58:08 (UTC) : 77.37487166666666 N, -2.4687099999999997 W (DD) 7722.4923 N, 00228.1226 W (DMS)
2020-09-05 23:02:40 (UTC) : 77.34033 N, -2.4229950000000002 W (DD) 7720.4198 N, 00225.3797 W (DMS)
positions for logger RockBLOCK 18954
2020-08-14 20:28:37 (UTC) : 82.45656166666667 N, 15.911885 E (DD) 8227.3937 N, 01554.7131 E (DMS)
2020-08-15 00:42:05 (UTC) : 82.46181666666666 N, 15.845786666666667 E (DD) 8227.7090 N, 01550.7472 E (DMS)
2020-08-15 04:59:05 (UTC) : 82.456155 N, 15.809315 E (DD) 8227.3693 N, 01548.5589 E (DMS)
2020-08-15 08:47:38 (UTC) : 82.455125 N, 15.669546666666667 E (DD) 8227.3075 N, 01540.1728 E (DMS)
2020-08-15 13:01:38 (UTC) : 82.45077666666667 N, 15.548383333333334 E (DD) 8227.0466 N, 01532.9030 E (DMS)
2020-08-15 17:17:59 (UTC) : 82.42940166666666 N, 15.361106666666666 E (DD) 8225.7641 N, 01521.6664 E (DMS)
2020-08-15 21:31:26 (UTC) : 82.42028166666667 N, 15.144858333333334 E (DD) 8225.2169 N, 01508.6915 E (DMS)
2020-08-16 01:44:51 (UTC) : 82.43077 N, 15.06865 E (DD) 8225.8462 N, 01504.1190 E (DMS)
2020-08-16 05:58:16 (UTC) : 82.41921666666667 N, 15.032006666666666 E (DD) 8225.1530 N, 01501.9204 E (DMS)
2020-08-16 10:11:45 (UTC) : 82.40420666666667 N, 14.837196666666667 E (DD) 8224.2524 N, 01450.2318 E (DMS)
