Date Time (UTC),Device,Direction,Payload,Approx Lat/Lng,Payload (Text),Length (Bytes),Credits
28/Sep/2018 21:42:17,RockBLOCK 14435,MO,332e3231463030323835244750524d432c3231333832352e3030302c412c383035382e393631312c4e2c30313235352e333237392c452c302e34372c3138352e36392c3238303931382c2c2c412a36440d0d0d00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"80.85855,10.203966666666666",,138,3
28/Sep/2018 17:26:48,RockBLOCK 14437,MO,49a29a3f75998d402e0e7f3f9796de40d7be583f52be043cb5c15f3e83a7573feeebce3c5d8f9043c426741988145f163c1b7c201730f258ff7f5076d54f3d34d12017143d146828bd439043f730bb2b592b3c28d10fcf0f4814c4039b16a818d7110bf59acacec5de166d7dff7f6c690c36c0f0c4fab412d944e022823b8d67a80c9c0a2f1eed094d1a264ac902c20082ff83fe28fa6ded8fd503c8aad40faebf9f38cbb5e83bee38ed52d7a29e16b76bcd08ac09830180b0e1ffe98fd989d9ade689ebb0e9d6e499df02d028a701809a8918b0b8cb33dfe5ebb8eb93d740bc62bce9ce2dd48dd49fd725f02ef0b8eb702edf2b8729f62d5b2da11b730a1029fe7fc47272497d2d210ab800e2002af2530d040188e275e760f3c5fc1003750c8ff8a46b097dfe7fda69754f0b3d132c6d1d5317ba17f5186517ff15b919121add0d4c0a0d09990a4a09a2092709270bf9096209,"80.97521666666667,12.429716666666666",,340,7
28/Sep/2018 13:02:47,RockBLOCK 14435,MO,6f0c7e3f5d9d7b405745523f11e3c940b8b8a53e2815253c4fad333e8ea0a53e4f8e353c45fa2c43c459ed47233cde3c9e481f59a96dff7f687b0463e445fd2ada2eb034a93ec540fc5e9c7c0963ea39f9265d5fb64bac482c3caff8e2fc7406be104218b71a8c1db426e929721faa13a9087906c9029e0a6c121547ff7f9072c835aa20ee723f5234482e4ada1ed40ce504860a2c19f3204f093dd6cbc3f9e61ef83900b3fc31f9d2e9b8e24a99f282b4ae4cd7ebef018004aeb1a355b649a620b8e8c32ac368b7e3a6579201809e840b9d26ba07d528d150cb59c140bf2aa1b483459d36c61dd9f1a07ab47ab707c4cbf4fbf2e3f413f9bffd32fe5cf4c9e085ce69d523f19dff11fec2f3fbea5ae301a70180e8c0c1e17a0bdf852abd44c0d1bdff7f847aa8795c7327651257124a883b292ef428a62f7138c331d02c60233b1ebc13660fbf0eba121815a40c2311340f3e0f,"81.00206666666666,12.702716666666667",,340,7
28/Sep/2018 08:39:11,RockBLOCK 14435,MO,df8b963f76fe8140ea6c763f6e22bc407f1ce33e1fd3043d0dd3943ee718e03e3deb2b3d837564434d5cb5405a34552cf525ba2d4c482365467112606c401630d32a9f2a212afb409158bd503941e84496442061ac46ff7fe26287fddff80af8fffa63004b070311b8156c0f26053002570626080506e40bb015301bab1dc41cc51fc0217c38172eff7f036798100a082700a3fba2fa9bf50de579d643d409d43fe04ee29ddb82e7d0f775e52ee1c0fa11ee90cd5fbcab9920ce0180b9bc96a34cbfafcb8bd3d0d9fed161b7899a4a8e479f00bf91cf10d539d5a5d5a1bef8a6c8ae32be89ba01bb2a9efeb80180369d67080bf7fcfbbb08190dca0ab9fc49f3a1113e219309eaff6ffea0fefe0331fa79e09fed6bfd19edaededdd781eb0280fcc8ff7f417e417878750a72dd59253dab2cad22e11feb2652281c21de1d0318ad11ae0d410c640e990dbe0b210a460a0407d706,"81.01736666666666,12.255016666666666",,340,7
28/Sep/2018 07:56:26,RockBLOCK 14437,MO,,"81.01736666666666,12.255016666666666",,0,1
28/Sep/2018 04:13:39,RockBLOCK 14435,MO,af49963f8f9c85404e486c3f26a8be40a268f33e908f0e3dcd4f613e483af33eb6aae73c7c3e3343945a8d35cb2c1b38dd48e45c1676ff7f1162823076191526af38a82b351dd8244d282e350c2ce02904276339b2585b6f0c5cd703a50154023004f806400bc90f8e108e0a1f0468022501c0fdb30112056309680c6013a10c0f150e0f521ad63bff7f2a6483d5bbdf29e325df31d282ae0180ac82c2b884dd36ec97db98ce19fa790267e9b6f23eff6be1b7f177dea7cf1ca9afa41c1d92a584ca3fd3eec72db725a3f0890180e99d7acf89e6ecd958c763d4d8e232dbc3d7f0caffd340d60fd9c9c6d6a7529235a5aafb77003900f0fed7fb48f50fef51f49e00bc017400d4003dfc40f869fdb1f790f88ff693f420ffcefbace28aae018090328f5f1377ff7fea6b7e566848a43dbd358736d643c34caf31311f111ff11eb81bcf17da135716ce10bf14990fc70b2e08a208,"81.0248,12.030583333333333",,340,7
28/Sep/2018 02:40:54,RockBLOCK 14437,MO,56dfba3fb7688840eb1b923fbce1e3405780ec3f18c2063de7192e3e6207eb3f0cb0463d22de9742ff7f3f58283b2d280c1d9519451e4c25d0234a1844108311580e7308a9085b097b089d085d08ab0aee08330c9b14f61c7f1f98be91d9d6ec8afb7b051d0bac0ebd0fef0dfe085506590a480823059c0521075106eb091b0cf815a31553096f193163ff7f294191ffe2d6d7bab5c352f1be21c21fbfd987b574d1d2ed53fb07f982f106de68f960e65de7f6d06cd4a2e87628d745ff7f0180b6a7c7c4c3d7e4e259e6a4e19dda25dcbae7c6ef8aeea6f188f754f7abf684f761f7a6f759f527f7f5f378eb4de3d6e001805bc381e2f2ed4df35df62bf4c6ec48f037fef70c2d27d019bc053cfe1d033b097e0050fe66efcae92feb36f2ab15cd4bc85abc624d6fd279ff7fd17b5066114f3140db38b534692c2636bb480e3aec2a0134bb307a259b23531be613ec16d5115411,"81.0248,12.030583333333333",,340,7
28/Sep/2018 02:31:26,RockBLOCK 14437,MO,332e3234463030323535244750524d432c3032323934312e3030302c412c383035392e333631352c4e2c30313230342e313134372c452c302e37312c39362e31302c3238303931382c2c2c412a35310d37440d0d000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"80.99018333333333,11.9829",,138,3
27/Sep/2018 23:50:03,RockBLOCK 14435,MO,b3dc863f6f887440f3414f3fceb3b5400e08c73e09e7263e391e9d3d04d3263e01e4ae3d43f224418751c44dd14a3344113c1039383ba636fe26b8233337b54701515041c929721d611a69161b266e1dde219b45a257bb6eff7f2aefddf3acf2a1f3d4fa9403e00274f8b2fcb2040e021bfccff543e9f001ad0700f8dcfb9dff2e00b100da046efe529e01801a1294d2f6940180549245bb7ef5d610efee17d38bd5df1c7c64e83adffb53e701d91ffe09164800a3fa12bff2de57ebfc0e0dae43a6f795da94f5a58fc194df28d0dece1bd3e6d4ba23cd2d67184f13d1f76e0303100ffa76f69f0b0d1f3906c540ff7fb3ffa9f22dfb15002bfb21eb44d313e2280e5d2aa43605f931e0320985d0b0c71a0c810ad817281a0830a87cff7f6f6fa26254799b76117dff7f7e736055f137fa2f7b382738dc25b418f7138813c114d11457163c19fa10141443123d0e480eb10f2d0f,"81.03211666666667,11.805783333333334",,340,7
27/Sep/2018 21:30:13,RockBLOCK 14437,MO,88b7883f96316d40e302573f1920bd402554e03e8b9e023e4602b63d68cc973d8e2b4c3e6b232941cb535d4e7e4b554c794df6469335aa25fa261d35514292442c37162b85290933cd323a30c932b22c1429f9232b2fc645ff7fbfea24ee6af10dfa990b651b4f1dcf17bd18180e93e6f0e6d1fb93fbf40d3c1fc71994f3592a65052d10771d0f09661dff7feee777ef85f630f596f0dbf280fcba0be117b90170ddfef00109ed06e50d0d293f3fa7417d5eb12d5820d124542d532fff7f41b6b1a0daa47ec86ef2b6fe92f5b0f7cb045309e6f647f5c8bf78bbd8ff92ef26ecf49a91d20b0fcaf47dc71615ff7fc26e5410390d5e16ec28352baf11f9fb96fb38fddaf9d5052f14cf03cbfb89031c0c5a135b11673d1025da316b1d69006e26ff7fff7f0865c24f4141703885342d366539eb2f752178190c153313c4140017a613a7115d104211f7100310da104d0fb211fa0b,"81.1817,13.922883333333333",,340,7
